"id,""nextbuydate"",""bought_btc"",""spent_eur"",""startdate"",""completedbuy"",""monthlybuy"",""period"",""machinetype"",""duration"",""status"",""parent"",""api_key"",""user_id"",""trading_pair"",""exchange"",""pending"",""id-2"",""user_id-2"",""machine_id"",""amount"",""next_amount"""
"4,""1506817372"",""0.091488555"",""321.9948"",""1505922112"",322,""320"",""4050"",2,""1"",0,3,1,1,""BTCEUR"",""Paymium"",NULL,378,10,4,""50"",""50"""
"4,""1506817372"",""0.091488555"",""321.9948"",""1505922112"",322,""320"",""4050"",2,""1"",0,3,1,1,""BTCEUR"",""Paymium"",NULL,377,9,4,""20"",""20"""
"6,""1509500770"",""0.075962"",""339.998"",""1506816000"",340,""340"",""7600"",2,""2678400"",0,4,1,1,""BTCEUR"",""Paymium"",NULL,380,5,6,""50"",""200"""
"6,""1509500770"",""0.075962"",""339.998"",""1506816000"",340,""340"",""7600"",2,""2678400"",0,4,1,1,""BTCEUR"",""Paymium"",NULL,379,7,6,""100"",""100"""
"6,""1509500770"",""0.075962"",""339.998"",""1506816000"",340,""340"",""7600"",2,""2678400"",0,4,1,1,""BTCEUR"",""Paymium"",NULL,385,10,6,""50"",""50"""
"6,""1509500770"",""0.075962"",""339.998"",""1506816000"",340,""340"",""7600"",2,""2678400"",0,4,1,1,""BTCEUR"",""Paymium"",NULL,384,9,6,""20"",""20"""
"6,""1509500770"",""0.075962"",""339.998"",""1506816000"",340,""340"",""7600"",2,""2678400"",0,4,1,1,""BTCEUR"",""Paymium"",NULL,383,6,6,""30"",""30"""
"6,""1509500770"",""0.075962"",""339.998"",""1506816000"",340,""340"",""7600"",2,""2678400"",0,4,1,1,""BTCEUR"",""Paymium"",NULL,382,4,6,""50"",""50"""
"6,""1509500770"",""0.075962"",""339.998"",""1506816000"",340,""340"",""7600"",2,""2678400"",0,4,1,1,""BTCEUR"",""Paymium"",NULL,381,8,6,""40"",""40"""
"9,""1512088702"",""0.07580989"",""489.99893"",""1509494400"",490,""490"",""4875"",2,""2592000"",0,6,1,1,""BTCEUR"",""Paymium"",NULL,388,8,9,""40"",""40"""
"9,""1512088702"",""0.07580989"",""489.99893"",""1509494400"",490,""490"",""4875"",2,""2592000"",0,6,1,1,""BTCEUR"",""Paymium"",NULL,387,5,9,""200"",""150"""
"9,""1512088702"",""0.07580989"",""489.99893"",""1509494400"",490,""490"",""4875"",2,""2592000"",0,6,1,1,""BTCEUR"",""Paymium"",NULL,386,7,9,""100"",""200"""
"9,""1512088702"",""0.07580989"",""489.99893"",""1509494400"",490,""490"",""4875"",2,""2592000"",0,6,1,1,""BTCEUR"",""Paymium"",NULL,392,10,9,""50"",""50"""
"9,""1512088702"",""0.07580989"",""489.99893"",""1509494400"",490,""490"",""4875"",2,""2592000"",0,6,1,1,""BTCEUR"",""Paymium"",NULL,391,9,9,""20"",""20"""
"9,""1512088702"",""0.07580989"",""489.99893"",""1509494400"",490,""490"",""4875"",2,""2592000"",0,6,1,1,""BTCEUR"",""Paymium"",NULL,390,6,9,""30"",""30"""
"9,""1512088702"",""0.07580989"",""489.99893"",""1509494400"",490,""490"",""4875"",2,""2592000"",0,6,1,1,""BTCEUR"",""Paymium"",NULL,389,4,9,""50"",""50"""
"11,""1512693126"",""0.04503607"",""589.99695"",""1512086400"",110,""590"",""5466"",2,""2678400"",0,9,1,1,""BTCEUR"",""Paymium"",NULL,396,4,11,""50"",""50"""
"11,""1512693126"",""0.04503607"",""589.99695"",""1512086400"",110,""590"",""5466"",2,""2678400"",0,9,1,1,""BTCEUR"",""Paymium"",NULL,395,8,11,""40"",""40"""
"11,""1512693126"",""0.04503607"",""589.99695"",""1512086400"",110,""590"",""5466"",2,""2678400"",0,9,1,1,""BTCEUR"",""Paymium"",NULL,394,5,11,""150"",""100"""
"11,""1512693126"",""0.04503607"",""589.99695"",""1512086400"",110,""590"",""5466"",2,""2678400"",0,9,1,1,""BTCEUR"",""Paymium"",NULL,393,7,11,""200"",""200"""
"11,""1512693126"",""0.04503607"",""589.99695"",""1512086400"",110,""590"",""5466"",2,""2678400"",0,9,1,1,""BTCEUR"",""Paymium"",NULL,400,11,11,""50"",""50"""
"11,""1512693126"",""0.04503607"",""589.99695"",""1512086400"",110,""590"",""5466"",2,""2678400"",0,9,1,1,""BTCEUR"",""Paymium"",NULL,399,10,11,""50"",""50"""
"11,""1512693126"",""0.04503607"",""589.99695"",""1512086400"",110,""590"",""5466"",2,""2678400"",0,9,1,1,""BTCEUR"",""Paymium"",NULL,398,9,11,""20"",""20"""
"11,""1512693126"",""0.04503607"",""589.99695"",""1512086400"",110,""590"",""5466"",2,""2678400"",0,9,1,1,""BTCEUR"",""Paymium"",NULL,397,6,11,""30"",""30"""
"15,""1517447939"",""0.05495766"",""589.995"",""1514764800"",590,""590"",""4540"",2,""2678400"",0,11,1,1,""BTCEUR"",""Paymium"",NULL,22,5,15,""100"",""100"""
"15,""1517447939"",""0.05495766"",""589.995"",""1514764800"",590,""590"",""4540"",2,""2678400"",0,11,1,1,""BTCEUR"",""Paymium"",NULL,28,11,15,""50"",""50"""
"15,""1517447939"",""0.05495766"",""589.995"",""1514764800"",590,""590"",""4540"",2,""2678400"",0,11,1,1,""BTCEUR"",""Paymium"",NULL,24,7,15,""200"",""200"""
"15,""1517447939"",""0.05495766"",""589.995"",""1514764800"",590,""590"",""4540"",2,""2678400"",0,11,1,1,""BTCEUR"",""Paymium"",NULL,25,8,15,""40"",""40"""
"15,""1517447939"",""0.05495766"",""589.995"",""1514764800"",590,""590"",""4540"",2,""2678400"",0,11,1,1,""BTCEUR"",""Paymium"",NULL,26,9,15,""20"",""20"""
"15,""1517447939"",""0.05495766"",""589.995"",""1514764800"",590,""590"",""4540"",2,""2678400"",0,11,1,1,""BTCEUR"",""Paymium"",NULL,27,10,15,""50"",""50"""
"15,""1517447939"",""0.05495766"",""589.995"",""1514764800"",590,""590"",""4540"",2,""2678400"",0,11,1,1,""BTCEUR"",""Paymium"",NULL,21,4,15,""50"",""50"""
"15,""1517447939"",""0.05495766"",""589.995"",""1514764800"",590,""590"",""4540"",2,""2678400"",0,11,1,1,""BTCEUR"",""Paymium"",NULL,23,6,15,""30"",""30"""
"20,""1519866880"",""0.07133669"",""539.9979"",""1517443200"",540,""540"",""4480"",2,""2419200"",0,15,1,1,""BTCEUR"",""Paymium"",NULL,34,9,20,""20"",""20"""
"20,""1519866880"",""0.07133669"",""539.9979"",""1517443200"",540,""540"",""4480"",2,""2419200"",0,15,1,1,""BTCEUR"",""Paymium"",NULL,29,4,20,""50"",""50"""
"20,""1519866880"",""0.07133669"",""539.9979"",""1517443200"",540,""540"",""4480"",2,""2419200"",0,15,1,1,""BTCEUR"",""Paymium"",NULL,30,5,20,""100"",""100"""
"20,""1519866880"",""0.07133669"",""539.9979"",""1517443200"",540,""540"",""4480"",2,""2419200"",0,15,1,1,""BTCEUR"",""Paymium"",NULL,31,6,20,""30"",""30"""
"20,""1519866880"",""0.07133669"",""539.9979"",""1517443200"",540,""540"",""4480"",2,""2419200"",0,15,1,1,""BTCEUR"",""Paymium"",NULL,32,7,20,""200"",""200"""
"20,""1519866880"",""0.07133669"",""539.9979"",""1517443200"",540,""540"",""4480"",2,""2419200"",0,15,1,1,""BTCEUR"",""Paymium"",NULL,33,8,20,""40"",""40"""
"20,""1519866880"",""0.07133669"",""539.9979"",""1517443200"",540,""540"",""4480"",2,""2419200"",0,15,1,1,""BTCEUR"",""Paymium"",NULL,35,10,20,""50"",""50"""
"20,""1519866880"",""0.07133669"",""539.9979"",""1517443200"",540,""540"",""4480"",2,""2419200"",0,15,1,1,""BTCEUR"",""Paymium"",NULL,36,11,20,""50"",""50"""
"22,""1522395578"",""0.035104647"",""277.54974"",""1519905955"",53,""270"",""48800"",2,""1"",0,0,5,1,""btceur"",""Bitstamp"",NULL,40,7,22,""100"",""100"""
"22,""1522395578"",""0.035104647"",""277.54974"",""1519905955"",53,""270"",""48800"",2,""1"",0,0,5,1,""btceur"",""Bitstamp"",NULL,41,8,22,""20"",""20"""
"22,""1522395578"",""0.035104647"",""277.54974"",""1519905955"",53,""270"",""48800"",2,""1"",0,0,5,1,""btceur"",""Bitstamp"",NULL,42,9,22,""10"",""10"""
"22,""1522395578"",""0.035104647"",""277.54974"",""1519905955"",53,""270"",""48800"",2,""1"",0,0,5,1,""btceur"",""Bitstamp"",NULL,43,10,22,""25"",""25"""
"22,""1522395578"",""0.035104647"",""277.54974"",""1519905955"",53,""270"",""48800"",2,""1"",0,0,5,1,""btceur"",""Bitstamp"",NULL,44,11,22,""25"",""25"""
"22,""1522395578"",""0.035104647"",""277.54974"",""1519905955"",53,""270"",""48800"",2,""1"",0,0,5,1,""btceur"",""Bitstamp"",NULL,37,4,22,""25"",""25"""
"22,""1522395578"",""0.035104647"",""277.54974"",""1519905955"",53,""270"",""48800"",2,""1"",0,0,5,1,""btceur"",""Bitstamp"",NULL,38,5,22,""50"",""50"""
"22,""1522395578"",""0.035104647"",""277.54974"",""1519905955"",53,""270"",""48800"",2,""1"",0,0,5,1,""btceur"",""Bitstamp"",NULL,39,6,22,""15"",""15"""
"23,""1311823"",""0.0071279258"",""5.050001"",""1519917154"",1,""10"",""1311823"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,46,1,23,""10"",""10"""
"25,""1522540791"",""0.56775165"",""269.99075"",""1519989561"",53,""270"",""47245"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,53,8,25,""20"",""20"""
"25,""1522540791"",""0.56775165"",""269.99075"",""1519989561"",53,""270"",""47245"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,52,7,25,""100"",""100"""
"25,""1522540791"",""0.56775165"",""269.99075"",""1519989561"",53,""270"",""47245"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,51,6,25,""15"",""15"""
"25,""1522540791"",""0.56775165"",""269.99075"",""1519989561"",53,""270"",""47245"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,50,5,25,""50"",""50"""
"25,""1522540791"",""0.56775165"",""269.99075"",""1519989561"",53,""270"",""47245"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,49,4,25,""25"",""25"""
"25,""1522540791"",""0.56775165"",""269.99075"",""1519989561"",53,""270"",""47245"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,48,1,25,""0"",""0"""
"25,""1522540791"",""0.56775165"",""269.99075"",""1519989561"",53,""270"",""47245"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,56,11,25,""25"",""25"""
"25,""1522540791"",""0.56775165"",""269.99075"",""1519989561"",53,""270"",""47245"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,54,9,25,""10"",""10"""
"25,""1522540791"",""0.56775165"",""269.99075"",""1519989561"",53,""270"",""47245"",2,""1"",0,0,5,1,""etheur"",""Bitstamp"",NULL,55,10,25,""25"",""25"""
"26,""1525132800"",""0.66980267"",""269.999"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,25,5,1,""etheur"",""Bitstamp"",NULL,59,5,26,""50"",""50"""
"26,""1525132800"",""0.66980267"",""269.999"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,25,5,1,""etheur"",""Bitstamp"",NULL,61,7,26,""100"",""100"""
"26,""1525132800"",""0.66980267"",""269.999"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,25,5,1,""etheur"",""Bitstamp"",NULL,62,8,26,""20"",""20"""
"26,""1525132800"",""0.66980267"",""269.999"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,25,5,1,""etheur"",""Bitstamp"",NULL,63,9,26,""10"",""10"""
"26,""1525132800"",""0.66980267"",""269.999"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,25,5,1,""etheur"",""Bitstamp"",NULL,64,10,26,""25"",""25"""
"26,""1525132800"",""0.66980267"",""269.999"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,25,5,1,""etheur"",""Bitstamp"",NULL,65,11,26,""25"",""25"""
"26,""1525132800"",""0.66980267"",""269.999"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,25,5,1,""etheur"",""Bitstamp"",NULL,57,1,26,""0"",""0"""
"26,""1525132800"",""0.66980267"",""269.999"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,25,5,1,""etheur"",""Bitstamp"",NULL,58,4,26,""25"",""25"""
"26,""1525132800"",""0.66980267"",""269.999"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,25,5,1,""etheur"",""Bitstamp"",NULL,60,6,26,""15"",""15"""
"27,""1525132800"",""0.04153681"",""269.99997"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,22,5,1,""btceur"",""Bitstamp"",NULL,72,10,27,""25"",""25"""
"27,""1525132800"",""0.04153681"",""269.99997"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,22,5,1,""btceur"",""Bitstamp"",NULL,68,6,27,""15"",""15"""
"27,""1525132800"",""0.04153681"",""269.99997"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,22,5,1,""btceur"",""Bitstamp"",NULL,71,9,27,""10"",""10"""
"27,""1525132800"",""0.04153681"",""269.99997"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,22,5,1,""btceur"",""Bitstamp"",NULL,67,5,27,""50"",""50"""
"27,""1525132800"",""0.04153681"",""269.99997"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,22,5,1,""btceur"",""Bitstamp"",NULL,66,4,27,""25"",""25"""
"27,""1525132800"",""0.04153681"",""269.99997"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,22,5,1,""btceur"",""Bitstamp"",NULL,70,8,27,""20"",""20"""
"27,""1525132800"",""0.04153681"",""269.99997"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,22,5,1,""btceur"",""Bitstamp"",NULL,69,7,27,""100"",""100"""
"27,""1525132800"",""0.04153681"",""269.99997"",""1522540800"",53,""270"",""48000"",2,""2592000"",0,22,5,1,""btceur"",""Bitstamp"",NULL,73,11,27,""25"",""25"""
"29,""1527811200"",""0.037940137"",""269.99368"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,27,5,1,""btceur"",""Bitstamp"",NULL,85,7,29,""100"",""100"""
"29,""1527811200"",""0.037940137"",""269.99368"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,27,5,1,""btceur"",""Bitstamp"",NULL,82,4,29,""25"",""25"""
"29,""1527811200"",""0.037940137"",""269.99368"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,27,5,1,""btceur"",""Bitstamp"",NULL,83,5,29,""50"",""50"""
"29,""1527811200"",""0.037940137"",""269.99368"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,27,5,1,""btceur"",""Bitstamp"",NULL,84,6,29,""15"",""15"""
"29,""1527811200"",""0.037940137"",""269.99368"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,27,5,1,""btceur"",""Bitstamp"",NULL,86,8,29,""20"",""20"""
"29,""1527811200"",""0.037940137"",""269.99368"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,27,5,1,""btceur"",""Bitstamp"",NULL,87,9,29,""10"",""10"""
"29,""1527811200"",""0.037940137"",""269.99368"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,27,5,1,""btceur"",""Bitstamp"",NULL,88,10,29,""25"",""25"""
"29,""1527811200"",""0.037940137"",""269.99368"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,27,5,1,""btceur"",""Bitstamp"",NULL,89,11,29,""25"",""25"""
"30,""1527811200"",""0.4728988"",""269.99423"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,26,5,1,""etheur"",""Bitstamp"",NULL,98,11,30,""25"",""25"""
"30,""1527811200"",""0.4728988"",""269.99423"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,26,5,1,""etheur"",""Bitstamp"",NULL,90,1,30,""0"",""0"""
"30,""1527811200"",""0.4728988"",""269.99423"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,26,5,1,""etheur"",""Bitstamp"",NULL,91,4,30,""25"",""25"""
"30,""1527811200"",""0.4728988"",""269.99423"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,26,5,1,""etheur"",""Bitstamp"",NULL,92,5,30,""50"",""50"""
"30,""1527811200"",""0.4728988"",""269.99423"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,26,5,1,""etheur"",""Bitstamp"",NULL,93,6,30,""15"",""15"""
"30,""1527811200"",""0.4728988"",""269.99423"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,26,5,1,""etheur"",""Bitstamp"",NULL,94,7,30,""100"",""100"""
"30,""1527811200"",""0.4728988"",""269.99423"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,26,5,1,""etheur"",""Bitstamp"",NULL,95,8,30,""20"",""20"""
"30,""1527811200"",""0.4728988"",""269.99423"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,26,5,1,""etheur"",""Bitstamp"",NULL,96,9,30,""10"",""10"""
"30,""1527811200"",""0.4728988"",""269.99423"",""1525132800"",53,""270"",""49600"",2,""2678400"",0,26,5,1,""etheur"",""Bitstamp"",NULL,97,10,30,""25"",""25"""
"31,""1530403200"",""0.6122797"",""269.998"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,30,5,1,""etheur"",""Bitstamp"",NULL,106,10,31,""25"",""25"""
"31,""1530403200"",""0.6122797"",""269.998"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,30,5,1,""etheur"",""Bitstamp"",NULL,107,11,31,""25"",""25"""
"31,""1530403200"",""0.6122797"",""269.998"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,30,5,1,""etheur"",""Bitstamp"",NULL,105,9,31,""10"",""10"""
"31,""1530403200"",""0.6122797"",""269.998"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,30,5,1,""etheur"",""Bitstamp"",NULL,104,8,31,""20"",""20"""
"31,""1530403200"",""0.6122797"",""269.998"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,30,5,1,""etheur"",""Bitstamp"",NULL,103,7,31,""100"",""100"""
"31,""1530403200"",""0.6122797"",""269.998"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,30,5,1,""etheur"",""Bitstamp"",NULL,102,6,31,""15"",""15"""
"31,""1530403200"",""0.6122797"",""269.998"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,30,5,1,""etheur"",""Bitstamp"",NULL,101,5,31,""50"",""50"""
"31,""1530403200"",""0.6122797"",""269.998"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,30,5,1,""etheur"",""Bitstamp"",NULL,100,4,31,""25"",""25"""
"31,""1530403200"",""0.6122797"",""269.998"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,30,5,1,""etheur"",""Bitstamp"",NULL,99,1,31,""0"",""0"""
"32,""1530403200"",""0.04665763"",""269.9967"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,29,5,1,""btceur"",""Bitstamp"",NULL,113,9,32,""10"",""10"""
"32,""1530403200"",""0.04665763"",""269.9967"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,29,5,1,""btceur"",""Bitstamp"",NULL,112,8,32,""20"",""20"""
"32,""1530403200"",""0.04665763"",""269.9967"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,29,5,1,""btceur"",""Bitstamp"",NULL,111,7,32,""100"",""100"""
"32,""1530403200"",""0.04665763"",""269.9967"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,29,5,1,""btceur"",""Bitstamp"",NULL,110,6,32,""15"",""15"""
"32,""1530403200"",""0.04665763"",""269.9967"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,29,5,1,""btceur"",""Bitstamp"",NULL,109,5,32,""50"",""50"""
"32,""1530403200"",""0.04665763"",""269.9967"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,29,5,1,""btceur"",""Bitstamp"",NULL,108,4,32,""25"",""25"""
"32,""1530403200"",""0.04665763"",""269.9967"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,29,5,1,""btceur"",""Bitstamp"",NULL,115,11,32,""25"",""25"""
"32,""1530403200"",""0.04665763"",""269.9967"",""1527811200"",53,""270"",""48000"",2,""2592000"",0,29,5,1,""btceur"",""Bitstamp"",NULL,114,10,32,""25"",""25"""
"33,""1533081600"",""0.044688396"",""269.991"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,32,5,1,""btceur"",""Bitstamp"",NULL,119,7,33,""100"",""100"""
"33,""1533081600"",""0.044688396"",""269.991"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,32,5,1,""btceur"",""Bitstamp"",NULL,117,5,33,""50"",""50"""
"33,""1533081600"",""0.044688396"",""269.991"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,32,5,1,""btceur"",""Bitstamp"",NULL,118,6,33,""15"",""15"""
"33,""1533081600"",""0.044688396"",""269.991"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,32,5,1,""btceur"",""Bitstamp"",NULL,123,11,33,""25"",""25"""
"33,""1533081600"",""0.044688396"",""269.991"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,32,5,1,""btceur"",""Bitstamp"",NULL,122,10,33,""25"",""25"""
"33,""1533081600"",""0.044688396"",""269.991"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,32,5,1,""btceur"",""Bitstamp"",NULL,121,9,33,""10"",""10"""
"33,""1533081600"",""0.044688396"",""269.991"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,32,5,1,""btceur"",""Bitstamp"",NULL,120,8,33,""20"",""20"""
"33,""1533081600"",""0.044688396"",""269.991"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,32,5,1,""btceur"",""Bitstamp"",NULL,116,4,33,""25"",""25"""
"34,""1533081600"",""0.6807435"",""269.9898"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,31,5,1,""etheur"",""Bitstamp"",NULL,124,1,34,""0"",""0"""
"34,""1533081600"",""0.6807435"",""269.9898"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,31,5,1,""etheur"",""Bitstamp"",NULL,127,6,34,""15"",""15"""
"34,""1533081600"",""0.6807435"",""269.9898"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,31,5,1,""etheur"",""Bitstamp"",NULL,128,7,34,""100"",""100"""
"34,""1533081600"",""0.6807435"",""269.9898"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,31,5,1,""etheur"",""Bitstamp"",NULL,129,8,34,""20"",""20"""
"34,""1533081600"",""0.6807435"",""269.9898"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,31,5,1,""etheur"",""Bitstamp"",NULL,130,9,34,""10"",""10"""
"34,""1533081600"",""0.6807435"",""269.9898"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,31,5,1,""etheur"",""Bitstamp"",NULL,131,10,34,""25"",""25"""
"34,""1533081600"",""0.6807435"",""269.9898"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,31,5,1,""etheur"",""Bitstamp"",NULL,132,11,34,""25"",""25"""
"34,""1533081600"",""0.6807435"",""269.9898"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,31,5,1,""etheur"",""Bitstamp"",NULL,125,4,34,""25"",""25"""
"34,""1533081600"",""0.6807435"",""269.9898"",""1530403200"",53,""270"",""49600"",2,""2678400"",0,31,5,1,""etheur"",""Bitstamp"",NULL,126,5,34,""50"",""50"""
"35,""1535760000"",""0.04649805"",""270.00226"",""1533081600"",53,""270"",""49600"",2,""2678400"",0,33,5,1,""btceur"",""Bitstamp"",NULL,138,9,35,""10"",""10"""
"35,""1535760000"",""0.04649805"",""270.00226"",""1533081600"",53,""270"",""49600"",2,""2678400"",0,33,5,1,""btceur"",""Bitstamp"",NULL,139,10,35,""25"",""25"""
"35,""1535760000"",""0.04649805"",""270.00226"",""1533081600"",53,""270"",""49600"",2,""2678400"",0,33,5,1,""btceur"",""Bitstamp"",NULL,140,11,35,""25"",""25"""
"35,""1535760000"",""0.04649805"",""270.00226"",""1533081600"",53,""270"",""49600"",2,""2678400"",0,33,5,1,""btceur"",""Bitstamp"",NULL,133,4,35,""25"",""25"""
"35,""1535760000"",""0.04649805"",""270.00226"",""1533081600"",53,""270"",""49600"",2,""2678400"",0,33,5,1,""btceur"",""Bitstamp"",NULL,134,5,35,""50"",""50"""
"35,""1535760000"",""0.04649805"",""270.00226"",""1533081600"",53,""270"",""49600"",2,""2678400"",0,33,5,1,""btceur"",""Bitstamp"",NULL,135,6,35,""15"",""15"""
